transaction_id,customer_id,customer_name,customer_age,gender,product_id,product_name,product_category,quantity,price,payment_mode,purchase_date,time_of_purchase,status,row_id
TXN507911,CUST4747,Krish Srinivasan,23,Male,P9856,Watch,Accessories,3,3978,Cash,16-09-2023,03:52:46,cancelled,409
TXN277117,CUST6817,Uthkarsh Dugar,29,Female,P7842,Milk,Groceries,3,6864,Credit Card,20-11-2023,00:13:31,returned,410
TXN689384,CUST2629,Nirvaan Babu,23,Male,P8967,Wardrobe,Furniture,3,1155,Credit Card,01-02-2023,11:04:54,delivered,411
TXN377518,CUST4858,Jayant Salvi,34,Female,P3451,T-Shirt,Clothing,1,2341,Cash,23-10-2023,22:47:29,cancelled,412
TXN624574,CUST8438,Anahita Desai,33,Female,P4304,Chair,Furniture,2,9200,Credit Card,16-07-2023,12:11:19,returned,413
TXN249625,CUST9245,Aarna Sibal,57,Female,P6710,Wardrobe,Furniture,4,5912,Debit Card,04-03-2023,23:46:46,returned,414
TXN420633,CUST8087,Charvi Devi,45,Female,P3721,Sofa,Furniture,3,9942,Cash,13-02-2023,04:30:43,delivered,415
TXN227345,CUST2949,Himmat Rastogi,36,Male,P7410,Textbook,Books,3,10560,UPI,05-02-2023,17:31:32,returned,416
TXN263336,CUST1563,Divit Jha,56,Male,P9091,Notebook,Books,4,8264,UPI,29-08-2023,09:50:33,pending,417
TXN417726,CUST7187,Heer Tank,28,Female,P7246,Notebook,Books,1,3626,Debit Card,25-10-2023,12:12:23,cancelled,418
TXN247892,CUST1255,Riya Som,57,Male,P2990,Magazine,Books,2,7906,Cash,21-10-2023,11:03:47,returned,419
TXN569831,CUST8603,Vedika Chaudhry,18,Male,P1860,Wheat,Groceries,2,2194,UPI,08-09-2023,23:56:55,cancelled,420
TXN981572,CUST1166,Gokul Din,39,Female,P4988,Comics,Books,5,22440,Credit Card,21-12-2023,03:00:25,cancelled,421
TXN839782,CUST9205,Mahika Dhawan,50,Female,P9870,Novel,Books,3,4350,Cash,22-07-2023,19:14:46,pending,422
TXN862608,CUST8501,Anay Borde,59,Female,P2021,Chair,Furniture,2,2632,Credit Card,15-06-2023,19:42:13,pending,423
TXN262282,CUST7856,Hansh Sarkar,28,Male,P3130,Vegetables,Groceries,2,8812,Cash,12-09-2023,20:41:13,cancelled,424
TXN183782,CUST4441,Nehmat Gaba,59,Male,P9141,Belt,Accessories,3,7605,Cash,12-03-2023,09:39:10,returned,425
TXN891739,CUST7879,Sana Mahal,44,Female,P1504,Wallet,Accessories,1,3811,Credit Card,09-01-2023,11:41:51,returned,426
TXN934421,CUST4427,Aniruddh Sangha,52,Male,P3900,Vegetables,Groceries,5,8780,Credit Card,19-04-2023,10:23:37,returned,427
TXN407446,CUST2867,Renee Biswas,29,Female,P4379,Wheat,Groceries,5,13220,UPI,21-11-2023,10:53:55,delivered,428
TXN147350,CUST2976,Ranbir Kale,39,Female,P2513,Dining Table,Furniture,2,4240,Credit Card,25-01-2023,18:38:19,delivered,429
TXN519111,CUST2033,Advik Krishnan,47,Male,P3410,Shirt,Clothing,1,1857,Cash,29-07-2023,15:33:31,pending,430
TXN772760,CUST3890,Shalv Sen,56,Female,P1725,Notebook,Books,2,7494,Credit Card,01-01-2023,18:17:43,cancelled,431
TXN323416,CUST7850,Anika Som,34,Male,P7028,Comics,Books,4,11104,Cash,21-02-2023,02:48:58,pending,432
TXN366734,CUST4441,Nehmat Gaba,59,Male,P2098,Wardrobe,Furniture,3,8559,Credit Card,03-10-2023,17:57:50,returned,433
TXN536393,CUST8285,Shray Gaba,47,Female,P1037,Comics,Books,2,8818,UPI,07-11-2023,04:22:56,returned,434
TXN904334,CUST5416,Samiha Bhatti,21,Female,P8293,Wheat,Groceries,3,6258,Cash,15-09-2023,13:14:59,delivered,435
TXN743324,CUST8390,Anahita Bhagat,59,Male,P9988,Notebook,Books,3,321,UPI,03-02-2023,15:22:47,returned,436
TXN281574,CUST8285,Shray Gaba,47,Female,P2946,Jacket,Clothing,5,23695,Cash,25-05-2023,17:22:10,cancelled,437
TXN407064,CUST9534,Indrajit Shah,57,Male,P3608,Notebook,Books,4,8100,UPI,17-07-2023,22:52:43,returned,438
TXN705536,CUST6949,Priyansh Kakar,31,Female,P8104,Smartphone,Electronics,2,1910,EMI,04-08-2023,23:17:28,pending,439
TXN232305,CUST7409,Rohan Krish,25,Male,P5586,Smartphone,Electronics,1,406,UPI,25-07-2023,05:02:19,cancelled,440
TXN675295,CUST3119,Zain Sura,34,Female,P1762,Dining Table,Furniture,1,2227,UPI,15-07-2023,03:35:30,pending,441
TXN823289,CUST1716,Jhanvi Dâ€™Alia,38,Female,P7419,Belt,Accessories,5,22170,Credit Card,19-07-2023,09:01:29,cancelled,442
TXN286489,CUST6180,Umang Mangal,56,Male,P5680,Sweater,Clothing,5,11860,UPI,13-10-2023,16:29:24,cancelled,443
TXN207756,CUST8672,Shanaya Batra,30,Female,P9990,Wheat,Groceries,3,7026,Debit Card,05-02-2023,16:01:01,delivered,444
TXN845693,CUST3192,Gatik Khare,28,Female,P6264,Smartphone,Electronics,4,7828,Credit Card,02-10-2023,16:39:35,returned,445
TXN895796,CUST2729,Biju Mand,60,Male,P5747,Textbook,Books,2,7764,UPI,17-07-2023,23:28:23,pending,446
TXN131392,CUST2976,Ranbir Kale,39,Female,P4199,Dining Table,Furniture,4,4400,EMI,08-05-2023,22:13:37,delivered,447
TXN131689,CUST5732,Shalv Swamy,51,Male,P3129,Smartwatch,Electronics,1,737,Credit Card,13-05-2023,14:54:25,returned,448
TXN448535,CUST4895,Shaan Wali,47,Male,P9220,Laptop,Electronics,5,8315,Credit Card,10-08-2023,16:32:21,pending,449
TXN981773,CUST2365,Tushar Chakrabarti,50,Male,P5760,Milk,Groceries,4,4120,Cash,19-11-2023,11:01:31,cancelled,450
TXN789007,CUST2479,Kabir Sarraf,30,Female,P4156,Watch,Accessories,3,10128,Debit Card,04-02-2023,11:26:45,cancelled,451
TXN601940,CUST2442,Trisha Sarma,38,Female,P7003,T-Shirt,Clothing,5,3360,UPI,25-11-2023,16:34:33,returned,452
TXN284055,CUST2033,Advik Krishnan,47,Male,P2433,Novel,Books,2,8468,Credit Card,26-01-2023,06:46:52,pending,453
TXN516976,CUST3964,Yakshit Agarwal,39,Female,P4144,Vegetables,Groceries,5,18525,Credit Card,16-10-2023,08:45:45,returned,455
TXN553858,CUST6945,Anay Deshmukh,47,Male,P3313,Sunglasses,Accessories,5,7365,Credit Card,26-03-2023,00:48:52,delivered,456
TXN962170,CUST7423,Mohanlal Bahri,48,Female,P7464,Rice,Groceries,2,5832,Credit Card,11-03-2023,14:54:10,delivered,457
TXN777927,CUST3051,Prerak Walla,37,Male,P7790,Shirt,Clothing,1,385,UPI,01-03-2023,21:19:03,delivered,458
TXN300909,CUST9993,Heer Bhatia,47,Female,P8834,Wheat,Groceries,1,327,Cash,21-03-2023,15:43:05,returned,459
TXN905869,CUST6720,Jayan Chaudhary,55,Female,P5369,Shirt,Clothing,3,12252,EMI,27-11-2023,18:35:34,returned,460
TXN427276,CUST6198,Samar Srinivasan,42,Female,P3820,Rice,Groceries,2,8056,Cash,29-11-2023,10:21:37,returned,461
TXN752352,CUST5556,Mehul Rajagopal,33,Male,P4926,Bed,Furniture,3,14445,Credit Card,16-05-2023,12:58:31,delivered,462
TXN154774,CUST5612,Biju Hari,27,Female,P7141,Jeans,Clothing,5,19745,EMI,18-03-2023,02:05:06,cancelled,463
TXN155670,CUST1468,Myra Joshi,46,Female,P1141,Textbook,Books,3,3459,Credit Card,12-02-2023,18:17:56,pending,464
TXN200097,CUST7577,Adah Dasgupta,24,Female,P4178,Vegetables,Groceries,5,19600,Credit Card,08-10-2023,10:25:11,pending,465
TXN675329,CUST6001,Nakul Borde,35,Female,P9811,Milk,Groceries,4,15952,Cash,11-10-2023,11:34:21,delivered,466
TXN159234,CUST2974,Jayant Bansal,55,Male,P8443,Bed,Furniture,2,978,Credit Card,27-08-2023,07:10:26,cancelled,467
TXN394384,CUST9620,Yuvaan Sastry,34,Male,P3125,Sweater,Clothing,4,14892,Cash,07-06-2023,09:17:39,delivered,468
TXN436522,CUST8315,Indrajit Shanker,39,Male,P9185,Novel,Books,4,5492,EMI,15-04-2023,03:58:59,pending,469
TXN165754,CUST2831,Rohan Raval,53,Male,P7770,Jacket,Clothing,2,7804,Credit Card,22-05-2023,16:50:33,cancelled,470
TXN388008,CUST6325,Vanya Buch,46,Male,P9649,Jacket,Clothing,5,8645,Debit Card,15-11-2023,21:54:41,delivered,471
TXN583462,CUST1658,Jayant Goyal,23,Female,P5723,Wheat,Groceries,5,6115,Cash,29-06-2023,08:22:03,returned,472
TXN654707,CUST7981,Amira Kala,28,Male,P9158,Novel,Books,5,22900,Debit Card,04-09-2023,10:13:39,delivered,473
TXN944163,CUST7801,Drishya Mane,20,Male,P9784,Smartwatch,Electronics,5,13125,Credit Card,13-12-2023,14:43:57,pending,474
TXN716947,CUST6189,Renee Rama,60,Female,P6520,Chair,Furniture,3,10215,Cash,19-01-2023,00:40:50,delivered,475
TXN631150,CUST3885,Ojas Bhargava,25,Male,P4254,Sunglasses,Accessories,3,11277,Credit Card,13-03-2023,18:05:09,pending,476
TXN729555,CUST5905,Vidur Kadakia,31,Female,P7667,Shirt,Clothing,1,1782,Credit Card,03-01-2023,00:03:02,pending,477
TXN350888,CUST7105,Badal Ratti,41,Female,P8615,T-Shirt,Clothing,3,7200,Debit Card,18-02-2023,05:09:22,delivered,478
TXN892856,CUST2925,Adah Desai,22,Female,P1168,Fruits,Groceries,3,4170,Credit Card,23-02-2023,06:05:18,returned,479
TXN200986,CUST2506,Hiran Mand,56,Female,P3552,Jeans,Clothing,2,3404,Credit Card,05-02-2023,23:30:40,delivered,480
TXN757881,CUST9545,Aarna Hegde,60,Male,P4996,Headphones,Electronics,1,3744,Credit Card,16-01-2023,14:40:56,delivered,481
TXN417896,CUST2559,Pihu Sandal,58,Male,P9448,Handbag,Accessories,3,3255,EMI,10-09-2023,02:09:24,returned,482
TXN749812,CUST1401,Damini Raju,49,Female,P2348,Dining Table,Furniture,5,2455,Credit Card,29-04-2023,02:25:23,returned,483
TXN883670,CUST7853,Amani Tandon,28,Male,P5479,Jeans,Clothing,1,4109,EMI,22-12-2023,12:08:30,returned,484
TXN714729,CUST2550,Fateh Sawhney,29,Male,P7972,Wardrobe,Furniture,4,18020,UPI,28-12-2023,14:33:59,cancelled,485
TXN452295,CUST5531,Azad Apte,35,Male,P8822,Jacket,Clothing,1,1354,UPI,22-02-2023,02:34:14,pending,486
TXN405731,CUST2081,Tushar Chandran,36,Male,P3923,Textbook,Books,5,19150,EMI,01-04-2023,05:31:07,cancelled,487
TXN377777,CUST1207,Kartik Kade,18,Male,P6361,Dining Table,Furniture,3,14487,UPI,15-10-2023,20:39:15,delivered,488
TXN323531,CUST2250,Anahi Chaudhuri,23,Female,P1369,Smartwatch,Electronics,1,2855,UPI,14-02-2023,11:58:23,cancelled,489
TXN339186,CUST6365,Kismat Barad,39,Female,P5981,Milk,Groceries,3,6468,Credit Card,16-12-2023,02:42:35,cancelled,490
TXN839803,CUST6165,Abram Srinivas,37,Female,P9406,Smartwatch,Electronics,1,941,Credit Card,26-04-2023,10:19:49,cancelled,491
TXN521489,CUST2250,Anahi Chaudhuri,23,Female,P9275,Dining Table,Furniture,1,3299,EMI,24-02-2023,22:44:25,delivered,492
TXN558700,CUST4649,Sana Issac,20,Male,P4878,Bed,Furniture,3,14913,Credit Card,04-11-2023,00:51:01,cancelled,493
TXN784322,CUST7069,Suhana Balan,43,Female,P2107,Wardrobe,Furniture,4,16184,EMI,23-01-2023,15:18:08,pending,494
TXN923748,CUST6278,Zoya Bajaj,22,Male,P7773,Smartphone,Electronics,4,18556,EMI,22-10-2023,16:59:16,returned,495
TXN477952,CUST9429,Jiya Comar,38,Female,P5898,Chair,Furniture,3,2100,Credit Card,13-01-2023,00:57:15,delivered,496
TXN159988,CUST3723,Anahita Dara,41,Female,P5692,Wardrobe,Furniture,4,1216,Credit Card,23-03-2023,17:45:48,cancelled,497
TXN715726,CUST6701,Indrans Mani,34,Female,P7187,Sweater,Clothing,3,12681,Debit Card,14-04-2023,22:45:57,cancelled,498
TXN331421,CUST8459,Shamik Sampath,30,Female,P8871,Smartwatch,Electronics,1,1233,EMI,25-10-2023,05:46:19,pending,499
TXN770291,CUST8090,Shanaya Divan,44,Male,P5720,Fruits,Groceries,5,8695,Debit Card,20-03-2023,12:06:39,delivered,500
TXN629354,CUST5865,Ira Bora,39,Male,P8549,Wheat,Groceries,5,4430,Debit Card,27-01-2023,07:28:17,returned,501
TXN652358,CUST9084,Dishani Bawa,32,Male,P9873,Wardrobe,Furniture,4,9416,Credit Card,28-07-2023,22:28:07,cancelled,502
TXN189553,CUST5819,Tanya Vora,44,Female,P4234,Sweater,Clothing,2,9202,UPI,10-10-2023,22:50:10,cancelled,503
TXN192002,CUST7985,Prisha Rastogi,40,Male,P2914,Dining Table,Furniture,4,10236,Debit Card,09-04-2023,21:27:28,pending,504
TXN510066,CUST9244,Yuvaan Gupta,58,Male,P3488,Wheat,Groceries,2,6340,Credit Card,11-11-2023,06:17:45,returned,505
TXN174685,CUST6480,Aniruddh Sinha,51,Male,P2873,Notebook,Books,4,16844,UPI,24-10-2023,05:02:41,pending,506
TXN674081,CUST2479,Kabir Sarraf,30,Female,P7548,T-Shirt,Clothing,3,1998,Debit Card,06-12-2023,08:11:08,pending,507
TXN552667,CUST7752,Nayantara Ben,51,Female,P1690,Handbag,Accessories,5,15475,Credit Card,06-08-2023,01:35:26,returned,508
TXN348661,CUST5732,Shalv Swamy,51,Male,P5352,Notebook,Books,4,5920,UPI,18-01-2023,20:31:45,delivered,509
TXN741779,CUST6806,Aaryahi Wadhwa,57,Male,P2213,Belt,Accessories,3,14601,Credit Card,16-09-2023,05:23:18,pending,510
TXN685270,CUST9453,Mishti Gill,35,Female,P1053,Smartphone,Electronics,4,14408,Cash,10-05-2023,06:39:15,pending,511
TXN223932,CUST1894,Hiran Tandon,34,Female,P2989,Jacket,Clothing,3,2457,Credit Card,15-03-2023,21:23:34,cancelled,512
TXN865509,CUST6582,Devansh Khosla,57,Female,P1917,Dining Table,Furniture,4,16732,Cash,01-08-2023,10:22:27,delivered,513
TXN335212,CUST4722,Alisha Babu,52,Male,P4279,Tablet,Electronics,1,1175,Cash,15-02-2023,17:07:09,delivered,514
TXN503352,CUST9059,Ryan Virk,21,Male,P1642,Rice,Groceries,1,1639,Credit Card,06-10-2023,06:41:12,returned,515
TXN388534,CUST2544,Ryan Shah,50,Male,P6872,Headphones,Electronics,5,11035,Credit Card,29-07-2023,07:11:29,returned,516
TXN968828,CUST9484,Yashvi Uppal,27,Male,P3689,Wardrobe,Furniture,4,6420,Credit Card,19-12-2023,08:22:53,delivered,517
TXN138158,CUST2366,Eshani Krishnan,43,Female,P1284,Comics,Books,2,2694,EMI,02-02-2023,09:44:30,returned,518
TXN943259,CUST1580,Dhanuk Deep,41,Male,P9102,Sunglasses,Accessories,1,1582,Cash,03-07-2023,08:59:19,delivered,519
TXN389731,CUST5378,Manjari Raj,25,Male,P1895,Comics,Books,1,1347,EMI,02-07-2023,22:39:31,cancelled,520
TXN640188,CUST2366,Eshani Krishnan,43,Female,P5659,Wheat,Groceries,5,21930,UPI,01-04-2023,00:41:05,pending,521
TXN423649,CUST8530,Shlok Kakar,58,Male,P4583,Dining Table,Furniture,2,4698,Credit Card,13-06-2023,21:54:42,pending,522
TXN672168,CUST5516,Aarav Bawa,19,Female,P6910,Bed,Furniture,3,9750,Cash,10-02-2023,10:45:09,returned,523
TXN388603,CUST9661,Divyansh Bhargava,31,Female,P1409,Tablet,Electronics,5,7090,Credit Card,10-07-2023,16:35:49,pending,524
TXN235011,CUST6325,Vanya Buch,46,Male,P8318,Handbag,Accessories,2,900,UPI,08-12-2023,13:28:39,delivered,525
TXN892986,CUST4431,Miraya Choudhary,54,Female,P1193,Notebook,Books,3,9135,Debit Card,17-04-2023,08:35:00,returned,526
TXN932051,CUST5732,Shalv Swamy,51,Male,P3228,Bed,Furniture,4,9628,Credit Card,06-11-2023,07:03:52,returned,527
TXN720232,CUST5682,Riaan Kanda,41,Male,P8174,Smartwatch,Electronics,3,4545,Debit Card,01-08-2023,16:24:44,returned,528
TXN573218,CUST1176,Kartik Chakraborty,39,Male,P5798,Watch,Accessories,5,23935,UPI,03-08-2023,04:35:14,cancelled,529
TXN705579,CUST8190,Indrajit Ramachandran,20,Male,P6265,Smartwatch,Electronics,1,753,Debit Card,22-02-2023,00:10:37,pending,530
TXN442496,CUST6373,Shaan Sha,26,Female,P8205,Handbag,Accessories,3,8358,Credit Card,02-02-2023,23:02:50,returned,531
TXN918651,CUST2242,Ishaan Dey,46,Female,P6893,Magazine,Books,3,9420,UPI,28-07-2023,20:46:44,returned,532
TXN219714,CUST6025,Zara Bhavsar,49,Male,P3381,Jeans,Clothing,3,4464,Cash,15-10-2023,03:08:41,pending,533
TXN466484,CUST3882,Pari Ravel,59,Female,P5331,Sofa,Furniture,3,6714,UPI,09-11-2023,06:01:37,pending,534
TXN505210,CUST8815,Nirvi Mahal,33,Male,P6099,Tablet,Electronics,4,15144,Credit Card,10-06-2023,23:47:20,delivered,535
TXN871337,CUST9012,Raunak Dugar,23,Female,P8677,Bed,Furniture,5,19245,EMI,31-12-2023,19:34:46,delivered,536
TXN815455,CUST5407,Kaira Din,21,Male,P6150,Sunglasses,Accessories,4,3016,EMI,14-09-2023,16:38:50,cancelled,537
TXN999074,CUST5353,Dishani Thakur,52,Female,P6208,Handbag,Accessories,5,12650,UPI,12-01-2023,01:42:23,delivered,538
TXN720478,CUST9479,Nehmat Choudhary,49,Male,P5255,Comics,Books,2,7798,EMI,22-02-2023,20:59:29,delivered,539
TXN376471,CUST6458,Ayesha Brahmbhatt,21,Female,P3325,Wallet,Accessories,1,1047,Credit Card,17-01-2023,13:06:44,pending,540
TXN317688,CUST1925,Samarth Atwal,20,Female,P8908,Jacket,Clothing,5,17125,Credit Card,25-08-2023,19:37:07,pending,541
TXN783958,CUST7485,Lagan Sehgal,23,Female,P2552,Belt,Accessories,1,913,EMI,11-10-2023,16:59:11,pending,542
TXN397570,CUST1814,Yashvi Lad,57,Male,P4100,Bed,Furniture,1,3580,Credit Card,18-07-2023,15:56:35,pending,543
TXN635103,CUST9078,Navya Wagle,20,Female,P5242,Shirt,Clothing,5,5560,Credit Card,16-09-2023,21:52:06,pending,544
TXN951403,CUST3050,Sahil Bhandari,51,Female,P7685,Fruits,Groceries,5,18370,Debit Card,14-02-2023,22:14:16,cancelled,545
TXN645672,CUST8934,Aayush Kara,37,Male,P1463,Jacket,Clothing,2,6982,Debit Card,09-03-2023,00:20:28,returned,546
TXN111401,CUST5212,Divit Madan,46,Male,P3984,Sunglasses,Accessories,5,5140,Credit Card,11-02-2023,23:10:37,delivered,547
TXN840018,CUST4484,Aaina Saha,31,Female,P4123,Fruits,Groceries,2,550,Cash,26-01-2023,12:28:10,pending,548
TXN308898,CUST3050,Sahil Bhandari,51,Female,P2903,Sofa,Furniture,5,13915,UPI,02-01-2023,17:34:22,cancelled,549
TXN603376,CUST6351,Suhana Johal,40,Male,P6819,Chair,Furniture,1,377,EMI,17-01-2023,00:31:10,delivered,550
TXN508555,CUST5670,Samarth Bose,40,Female,P4416,Novel,Books,4,1560,Cash,12-02-2023,07:44:18,delivered,551
TXN616156,CUST2081,Tushar Chandran,36,Male,P8122,Milk,Groceries,3,13941,Credit Card,28-04-2023,15:38:56,pending,552
TXN207838,CUST8166,Uthkarsh Tak,25,Male,P4779,Comics,Books,3,6114,UPI,30-07-2023,00:05:13,returned,553
TXN718668,CUST6198,Samar Srinivasan,42,Female,P7389,Smartphone,Electronics,4,4300,Credit Card,01-01-2024,01:36:58,cancelled,554
TXN378646,CUST3406,Lavanya Sastry,53,Female,P9813,Smartwatch,Electronics,1,1420,EMI,24-06-2023,15:09:24,pending,555
TXN436656,CUST5990,Divij Mahal,22,Female,P1443,Laptop,Electronics,3,7917,Cash,21-04-2023,13:52:39,cancelled,556
TXN150565,CUST9244,Yuvaan Gupta,58,Male,P4634,Milk,Groceries,3,8061,Credit Card,24-06-2023,20:20:22,returned,557
TXN528594,CUST6487,Aayush Hayer,37,Female,P9223,Jacket,Clothing,3,7284,Debit Card,18-05-2023,18:25:59,returned,558
TXN648080,CUST5157,Lakshay Kumer,34,Female,P3908,Vegetables,Groceries,4,4712,Credit Card,24-02-2023,15:27:42,returned,559
TXN703201,CUST8315,Indrajit Shanker,39,Male,P1261,Smartphone,Electronics,2,7312,Credit Card,15-05-2023,19:31:51,cancelled,560
TXN824333,CUST3044,Eva Bassi,33,Female,P6438,Textbook,Books,2,5068,Debit Card,22-11-2023,09:35:31,returned,561
TXN173999,CUST6109,Nayantara Kade,36,Male,P1765,Novel,Books,3,2580,Credit Card,02-12-2023,10:18:02,cancelled,562
TXN905566,CUST2547,Dhanuk Dani,23,Male,P2272,Sweater,Clothing,2,9578,UPI,05-06-2023,20:45:47,delivered,563
TXN332487,CUST5692,Lagan Sibal,46,Female,P1567,T-Shirt,Clothing,2,6770,Credit Card,14-06-2023,02:58:01,returned,564
TXN776274,CUST2974,Jayant Bansal,55,Male,P6646,Chair,Furniture,3,9921,UPI,10-05-2023,03:53:49,delivered,565
TXN159452,CUST1780,Ira Rastogi,27,Female,P1231,Chair,Furniture,2,2360,Debit Card,11-07-2023,14:54:05,returned,566
TXN934542,CUST2045,Divit Dhar,57,Male,P4968,Dining Table,Furniture,4,3484,Cash,15-02-2023,18:57:50,pending,567
TXN114555,CUST7228,Saira Ahluwalia,60,Male,P3662,Headphones,Electronics,3,660,Credit Card,10-10-2023,23:34:06,returned,568
TXN846027,CUST4255,Yashvi Bhatia,30,Male,P3447,Chair,Furniture,5,6100,Cash,14-07-2023,10:16:29,returned,569
TXN862632,CUST1795,Prerak Bahri,19,Male,P2994,Milk,Groceries,1,4221,Credit Card,18-09-2023,10:00:43,returned,570
TXN626533,CUST9429,Jiya Comar,38,Female,P4843,Wardrobe,Furniture,4,8596,EMI,25-10-2023,23:19:50,pending,571
TXN901407,CUST7889,Sara Kaul,55,Male,P5606,Fruits,Groceries,2,6418,UPI,07-12-2023,07:50:27,pending,572
TXN967998,CUST6613,Armaan Chaudhary,58,Female,P4659,Shirt,Clothing,1,1995,Debit Card,27-12-2023,23:58:04,cancelled,573
TXN980982,CUST4894,Yashvi Dani,38,Male,P1538,Jeans,Clothing,1,2804,EMI,21-05-2023,09:22:07,cancelled,574
TXN517115,CUST7157,Anahi Shroff,43,Female,P8469,Jacket,Clothing,3,9975,UPI,31-03-2023,08:42:24,pending,575
TXN470270,CUST5204,Romil Grewal,36,Male,P7718,Belt,Accessories,1,1627,Debit Card,13-11-2023,17:38:34,cancelled,576
TXN754276,CUST9382,Miraan Jayaraman,26,Male,P9607,Notebook,Books,5,3250,Credit Card,24-07-2023,18:56:04,delivered,577
TXN591919,CUST4879,Indranil Bajwa,34,Male,P2010,Milk,Groceries,1,3539,UPI,26-04-2023,15:00:48,pending,578
TXN414370,CUST3458,Trisha Zacharia,60,Male,P5678,Wardrobe,Furniture,4,11924,Credit Card,12-12-2023,08:26:53,returned,579
TXN745076,CUST1932,Indranil Shah,58,Male,P1101,Sunglasses,Accessories,2,2386,Debit Card,16-06-2023,13:08:24,delivered,580
TXN390247,CUST6454,Nakul Dar,48,Female,P4961,Shirt,Clothing,5,2925,Credit Card,14-08-2023,08:17:45,pending,581
TXN225779,CUST6337,Aayush Bail,56,Male,P4731,Smartphone,Electronics,3,14745,UPI,23-11-2023,02:40:03,pending,582
TXN555541,CUST9133,Kismat Sachdeva,60,Female,P3917,Fruits,Groceries,2,234,UPI,25-01-2023,12:44:22,delivered,583
TXN489527,CUST2559,Pihu Sandal,58,Male,P4536,Dining Table,Furniture,4,16660,UPI,28-03-2023,14:32:02,delivered,584
TXN336674,CUST9254,Aarush Bajwa,45,Male,P3412,Wheat,Groceries,1,2201,EMI,31-10-2023,14:08:18,pending,585
TXN728853,CUST8530,Shlok Kakar,58,Male,P2968,Wheat,Groceries,1,4854,Credit Card,01-01-2023,18:07:48,delivered,586
TXN146672,CUST3113,Taran Joshi,25,Male,P2610,Wallet,Accessories,2,2652,Debit Card,02-07-2023,03:44:14,pending,587
TXN794253,CUST8390,Anahita Bhagat,59,Male,P6885,Fruits,Groceries,3,5163,Cash,15-11-2023,15:53:35,cancelled,588
TXN530207,CUST8477,Kiara Bahri,34,Female,P6286,Bed,Furniture,4,7260,Debit Card,04-07-2023,18:17:26,pending,589
TXN787429,CUST2925,Adah Desai,22,Female,P3759,Chair,Furniture,3,12789,Credit Card,19-01-2023,18:33:54,pending,590
TXN831981,CUST5212,Divit Madan,46,Male,P7752,Sunglasses,Accessories,5,13635,Credit Card,06-06-2023,23:30:43,returned,591
TXN961052,CUST9453,Mishti Gill,35,Female,P2228,Wallet,Accessories,3,849,Credit Card,06-08-2023,18:08:07,pending,592
TXN103456,CUST4768,Yuvaan Shroff,23,Female,P2223,Watch,Accessories,2,9260,Credit Card,13-01-2023,10:37:34,pending,593
TXN182303,CUST2744,Arnav Baral,47,Male,P6271,Belt,Accessories,1,2401,EMI,27-05-2023,05:15:48,cancelled,594
TXN134977,CUST2443,Rania Sekhon,54,Male,P2916,Watch,Accessories,1,2302,Credit Card,15-02-2023,08:41:26,pending,595
TXN787352,CUST2629,Nirvaan Babu,23,Male,P4853,Wallet,Accessories,3,12531,UPI,20-05-2023,06:19:55,cancelled,596
TXN973030,CUST7187,Heer Tank,28,Female,P5778,Wardrobe,Furniture,5,6085,UPI,01-01-2024,04:46:46,cancelled,597
TXN159522,CUST1255,Riya Som,57,Male,P9590,Textbook,Books,3,12414,UPI,15-06-2023,00:35:04,pending,598
TXN510104,CUST2324,Renee Sethi,18,Female,P3077,Wallet,Accessories,2,9382,UPI,08-07-2023,03:08:17,returned,599
TXN788751,CUST5126,Khushi Devan,53,Female,P1028,Dining Table,Furniture,4,12520,Cash,04-05-2023,11:50:14,cancelled,600
TXN537338,CUST3267,Stuvan Singh,34,Female,P5657,Laptop,Electronics,3,11715,Debit Card,12-10-2023,01:56:33,pending,601
TXN177905,CUST8250,Yuvraj  Johal,29,Female,P9433,Comics,Books,2,2722,Credit Card,04-03-2023,23:28:37,pending,602
TXN948109,CUST8903,Hunar Walla,41,Male,P3081,Textbook,Books,1,2625,UPI,22-04-2023,01:58:58,delivered,603
TXN268860,CUST2366,Eshani Krishnan,43,Female,P2357,Watch,Accessories,3,12351,Credit Card,24-04-2023,01:23:48,returned,604
TXN543914,CUST9545,Aarna Hegde,60,Male,P9265,Watch,Accessories,4,17212,Credit Card,28-09-2023,06:12:46,returned,605
TXN357463,CUST3890,Shalv Sen,56,Female,P8419,Novel,Books,4,15904,EMI,25-10-2023,17:18:26,cancelled,606
TXN299809,CUST7577,Adah Dasgupta,24,Female,P3353,Sunglasses,Accessories,3,2118,Credit Card,16-10-2023,18:49:44,returned,607
TXN494922,CUST7135,Raunak Sani,56,Female,P4167,Wardrobe,Furniture,5,17240,UPI,16-08-2023,22:00:00,delivered,608
TXN465073,CUST7069,Suhana Balan,43,Female,P5697,Wardrobe,Furniture,4,18608,Credit Card,15-10-2023,03:18:33,delivered,609
TXN337185,CUST3192,Gatik Khare,28,Female,P5864,Jeans,Clothing,2,2234,Cash,06-02-2023,21:43:12,delivered,610
TXN857689,CUST6860,Taimur Viswanathan,20,Male,P3018,Sunglasses,Accessories,3,8424,Credit Card,28-08-2023,18:00:36,returned,611
TXN402370,CUST2672,Oorja Dada,31,Male,P6147,Rice,Groceries,5,4770,UPI,25-09-2023,17:53:36,returned,612
